name,year,subtext,duration,genres,director,stars
The Weather Man,2005,R, 1h 41m,Comedy & Drama,Gore Verbinski,Nicolas Cage & Michael Caine & Hope Davis & Gemmenne de la Peña & Nicholas Hoult & Michael Rispoli & Gil Bellows & Judith McConnell & Chris Marrs & Dina Facklis & J. Nicole Brooks & Sia Moody & Guy Van Swearingen & Alejandro Pina & Jennifer Bills & Peter Grosz & Joe Bianchi & Nick Kuehneman & Bruce Jarchow & Joanne Sylvestrak & Robyn Moler & John D. Milinac & Melanie Decelles Castro & Jason Wells & Scott Benjaminson & Ora Jones & Mike Bacarella & Jennifer Joan Taylor & Chuck Stubbings & Shanesia Davis & Dan Flannery & Sandy Whiteley & Antoine McKay & Eduardo N. Martinez & David Darlow & Will Zahrn & Poorna Jagannathan & Bryant Gumbel & Anne Marie Howard & Ed McMahon & Cristina Ferrare & Stephen Hilger & Ron McClary & Eric Ambriz & Leah Rose Orleans & Juhong Xue & Tom Skilling & Wolfgang Puck & Monica Weaver & John Francis Mountain
Blind Date,1987,PG-13, 1h 35m,Comedy & Romance,Blake Edwards,Kim Basinger & Bruce Willis & John Larroquette & William Daniels & George Coe & Mark Blum & Phil Hartman & Stephanie Faracy & Alice Hirson & Graham Stark & Joyce Van Patten & Georgann Johnson & Armin Shimerman
Serendipity,2001,PG-13, 1h 30m,Comedy & Romance & Drama,Peter Chelsom,John Cusack & Kate Beckinsale & Jeremy Piven & Bridget Moynahan & Eugene Levy & Lilli Lavine & Michael Guarino Jr. & Abdul Alshawish & Stephen Bruce & David Sparrow & Ann Talman & Crystal Bock & Kate Blumberg & Gary Gerbrandt & Ron Payne & Marcia Bennett & Eve Crawford & Victor A. Young & Molly Shannon & Leo Fitzpatrick & Evan Neumann & John Corbett & Lucy Gordon & Kevin Rice & Brenda Logan & James Goodwin & John Ellison Conlee & Charles A. Gargano & Arthur Pascuzzi & Mike Benitez & Christopher James Baker & Neil Claxton & Sandra Caldwell & Ajay Mehta & Clark Middleton & Marqus Bobesich & Kevin Kean Murphy & Paul Rutledge & Simon Jutras & Pamela Redfern
Life,1999,R, 1h 48m,Comedy & Crime,Ted Demme,"Eddie Murphy & Martin Lawrence & Obba Babatundé & Nick Cassavetes & Bernie Mac & Michael Taliferro & Anthony Anderson & Barry Shabaka Henley & Miguel A. Núñez, Jr. & Bokeem Woodbine & Lisa Nicole Carson & Sanaa Lathan & Brooks Almy & Hal Havins & Poppy Montgomery & Venus DeMilo"
How High,2001,R, 1h 33m,Comedy,Jesse Dylan,Method Man & Redman & Obba Babatundé & Mike Epps & Anna Maria Horsford & Fred Willard & Jeffrey Jones & Héctor Elizondo & Cypress Hill & Essence Atkins & Lark Voorhies
The Borrowers,1997,PG, 1h 26m,Adventure & Fantasy & Action & Comedy & Family,Peter Hewitt,John Goodman & Jim Broadbent & Mark Williams & Celia Imrie & Tom Felton & Hugh Laurie & Bradley Pierce & Ruby Wax & Doon Mackichan & Alex Winter & Raymond Pickard & Flora Newbigin & Aden Gillett & David Freeman & Patrick Monckton
"I'm a Cyborg, But That's OK",2006,12세 이상 관람가, 1h 45m,Drama & Comedy & Romance,Park Chan-wook,Im Soo-jung & Rain & Choi Hee-jin & Lee Yong-nyeo & Son Young-soon & Cheon Seong-hoon & Oh Dal-su & Park Jun-myun & Park Byung-eun & Kim Byung-ok
Space Chimps,2008,G, 1h 21m,Animation & Family & Adventure & Comedy & Science Fiction,Kirk De Micco,Andy Samberg & Cheryl Hines & Jeff Daniels & Patrick Warburton & Kristin Chenoweth & Kenan Thompson & Zack Shada & Carlos Alazraqui & Omid Abtahi & Patrick Breen & Jane Lynch & Kath Soucie & Stanley Tucci & Wally Wingert & Jessica Gee-George & Tom Kenny & Jason Harris & Jess Harnell & Ellie Harvie & Caitlin McKenna-Wilkinson
Bird on a Wire,1990,PG-13, 1h 50m,Action & Adventure & Comedy & Romance,John Badham,Mel Gibson & Goldie Hawn & Joan Severance & David Carradine & Stephen Tobolowsky & Harry Caesar & Alex Bruhanski & Bill Duke & Florence Patterson & Lossen Chambers & Jeff Corey & Jackson Davies & Wendy Van Riesen & Lesley Ewen & Kevin McNulty & Ken Camroux-Taylor & Clyde Kusatsu & John Pyper-Ferguson & Blu Mankuma & Christopher Judge & Oscar Goncalves & Paul Jarrett & James Kidnie & Kim Kondrashoff & Danny Wattley
Spy Kids: All the Time in the World,2011,PG, 1h 29m,Family & Comedy & Action,Robert Rodriguez,Jessica Alba & Mason Cook & Rowan Blanchard & Joel McHale & Jeremy Piven & Alexa PenaVega & Daryl Sabara & Ricky Gervais & Danny Trejo & Marci Madison & Frank Welker
Rat Race,2001,PG-13, 1h 52m,Adventure & Comedy,Jerry Zucker,Cuba Gooding Jr. & Seth Green & Whoopi Goldberg & Breckin Meyer & Amy Smart & John Cleese & Wayne Knight & Vince Vieluf & Lanei Chapman & Jon Lovitz & Kathy Najimy & Rowan Atkinson & Dave Thomas & Paul Rodríguez & Dean Cain & Brandy Ledford & Silas Weir Mitchell & Gloria Allred & Kathy Bates & Colleen Camp
August: Osage County,2013,R, 2h 1m,Comedy & Drama,John Wells,Meryl Streep & Julia Roberts & Chris Cooper & Ewan McGregor & Margo Martindale & Sam Shepard & Dermot Mulroney & Julianne Nicholson & Juliette Lewis & Abigail Breslin & Benedict Cumberbatch & Misty Upham & Will Coffey & Newell Alexander & Jerry Stahl & Dale Dye & Ivan Allen & Arlin Miller & J. Alan Davidson & Maria Gus
Toy Story 4,2019,not available, 1h 29m,Adventure & Animation & Comedy & Family,Josh Cooley,Tom Hanks & Tim Allen & Annie Potts & Joan Cusack & Blake Clark & Wallace Shawn & Jodi Benson & John Ratzenberger & Keanu Reeves & Patricia Arquette & Jordan Peele & Timothy Dalton & Keegan-Michael Key & Kristen Schaal & Laurie Metcalf & Bonnie Hunt & Lori Alan & Jeff Garlin & Tony Hale & Estelle Harris & Bud Luckey & Jeff Pidgeon & Christina Hendricks & Ally Maki & Don Rickles
Grease 2,1982,PG, 1h 55m,Comedy & Family & Music & Romance,Patricia Birch,Maxwell Caulfield & Michelle Pfeiffer & Lorna Luft & Maureen Teefy & Pamela Adlon & Alison Price & Matt Lattanzi & Adrian Zmed & Peter Frechette & Christopher McDonald & Leif Green & Didi Conn & Eve Arden & Sid Caesar & Dody Goodman & Tab Hunter & Connie Stevens & Eddie Deezen & Lucinda Dickey & Dennis C. Stewart
Maid in Manhattan,2002,PG-13, 1h 45m,Comedy & Drama & Romance,Wayne Wang,Jennifer Lopez & Ralph Fiennes & Natasha Richardson & Stanley Tucci & Tyler Posey & Frances Conroy & Chris Eigeman & Marissa Matrone & Amy Sedaris & Priscilla Lopez & Bob Hoskins & Lisa Roberts Gillan & Maddie Corman & Sharon Wilkins & Jayne Houdyshell & Marilyn Torres & Lou Ferguson & Di Quon
Sharknado,2013,NR, 1h 26m,Science Fiction & TV Movie & Action & Adventure & Comedy,Anthony C. Ferrante,Ian Ziering & Tara Reid & Cassandra Scerbo & John Heard & Jaason Simmons & Sumiko Braun & Adrian Bustamante & Diane Chambers & Chuck Hittinger & Aubrey Peeples & Connor Weil & Christopher Wolfe & Robbie Rist & Gerald Webb
Kelly's Heroes,1970,PG, 2h 24m,Adventure & Comedy & War,Brian G. Hutton,Clint Eastwood & Telly Savalas & Don Rickles & Carroll O'Connor & Donald Sutherland & Gavin MacLeod & Hal Buckley & Stuart Margolin & Jeff Morris & Richard Davalos & Perry Lopez & Tom Troupe & Harry Dean Stanton & Dick Balduzzi & Gene Collins & Len Lesser & David Hurst & Fred Pearlman & Michael Clark & George Fargo & Dee Pollock & George Savalas & John G. Heller & Shepherd Sanders & Karl-Otto Alberty & Ross Elliott & Hugo de Vernier & Phil Adams & Frank J. Garlotta & Harry Goines & David Gross & Sandy McPeak & James McHale & Robert MacNamara & Read Morgan & Tom Signorelli & Donald Waugh
City Hunter,1993,PG-13, 1h 45m,Action & Adventure & Comedy & Romance,Wong Jing,Jackie Chan & Joey Wong & Richard Norton & Kumiko Goto & Chingmy Yau & Carol Wan & Tan Lap-Man & Leon Lai & Ken Lo & Gary Daniels & Eric Kot & Jan Lamb & Mike Abbott & Louis Roth & Michael Wong & Kenzo Hagiwara & William Duen
Poli opposti,2015,T, 1h 25m,Romance & Comedy,Max Croci,Luca Argentero & Sarah Felberbaum & Giampaolo Morelli & Anna Safroncik & Tommaso Ragno & Grazia Schiavo & Riccardo Russo & Gualtiero Burzi & Elena Di Cioccio & Stefano Fresi & Roberto Bocchi & Paola Lavini & Carolina Carlsson & Eleonora Mazzoni & Eva Martucci & Jack Queralt
Stranger Than Fiction,2006,PG-13, 1h 53m,Comedy & Drama & Fantasy & Romance,Marc Forster,Will Ferrell & Maggie Gyllenhaal & Dustin Hoffman & Emma Thompson & Queen Latifah & Ricky Adams & Denise Hughes & Christian Stolte & Tony Hale & Peggy Roeder & William Dick & Guy Massey & Martha Espinoza & T.J. Jagodowski & Peter Grosz & Tonray Ho & Danny Rhodes & Linara Washington & Helen Young & David Pompeii & David Wiegers & Jarrett Sleeper & Larry Neumann Jr. & John Mohrlein & Tom Hulce & Bruce Jarchow & Linda Hunt & Kristin Chenoweth & Keith Kupferer & Danny McCarthy & Tab Baker & Bryan Kelly & Whitney Sneed & Celeste Pechous & Christian Young & Ray Kurut & Michael Cook & Cheryl Lynn Bruce & Ora Jones & Will Clinger & Frank Caeti & Andrew Rothenberg & Bob Papenbrook & Nathan Adloff & Edy Cullen & Tim Krueger & Eli Goodman & Sia Moody
Confusi e felici,2014,T, 1h 45m,Comedy,Massimiliano Bruno,Claudio Bisio & Marco Giallini & Anna Foglietta & Paola Minaccioni & Caterina Guzzanti & Pietro Sermonti & Massimiliano Bruno & Rocco Papaleo & Kelly Palacios & Gioele Dix & Raffaele Vannoli & Federico Tocci & Marco Brinzi & Helmut Hagen & Annalisa Aglioti & Ornella Amodio & Giulia Anchisi & Federica Cifola & Flavio Domenici & Marco Rea & Tiziano Scrocca & Daniele Coscarella & Sabrina Crocco & Carmen Di Marzo & Valentina Donda & Francesco Elia & Niccolò Fabi & Liliana Fiorelli & Giulia Maria Fiume & Luca Flauto & Max Gazzè & Maria Lovetti & Giulia Merlo & Giulia Napolitano & Gladys Robles & Daniele Spizzico & Cinzia Susino & Dario Eros Tacconelli
The Fearless Vampire Killers,1967,not available, 1h 48m,Comedy & Horror,Roman Polanski,Jack MacGowran & Roman Polanski & Sharon Tate & Ferdy Mayne & Iain Quarrier & Alfie Bass & Fiona Lewis & Jessie Robins & Sydney Bromley & Terry Downes & Ronald Lacey & Andreas Malandrinos & Otto Diamant & Matthew Walters & Roy Evans & Winifred Sabine & Vladek Sheybal
Kung Fu Panda: Secrets of the Scroll,2016,not available, 0h 23m,Adventure & Action & Animation & Family & Comedy,Rodolphe Guenoden,Jack Black & James Hong & Dustin Hoffman & Seth Rogen & Lucy Liu & Kari Wahlgren & Tara Macri & Randall Duk Kim & David Cross & Jayden Lund & James Sie & Eliott Guenoden & Stephen Kearin & Joseph Izzo & Jerry Clarke & Peter Cilella & Kelly Stables
Sahara,2017,U, 1h 26m,Adventure & Animation & Comedy & Family,Pierre Coré,Omar Sy & Louane Emera & Franck Gastambide & Vincent Lacoste & Ramzy Bedia & Clovis Cornillac & Jean Dujardin & Reem Kherici & Jonathan Lambert & Sabrina Ouazani & Mathilde Seigner & Michaël Youn & Roschdy Zem & Elana Dunkelman & Arthur Holden & Andrew Shaver & Matthew Stefiuk & Grand Corps Malade & Marie-Claude Pietragalla & Richard Dumont
Planes: Fire & Rescue,2014,PG, 1h 23m,Animation & Comedy & Adventure & Family,Roberts Gannaway,Dane Cook & Ed Harris & Julie Bowen & Curtis Armstrong & John Michael Higgins & Hal Holbrook & Wes Studi & Brad Garrett & Teri Hatcher & Stacy Keach & Cedric the Entertainer & Danny Mann & Barry Corbin & Regina King & Anne Meara & Jerry Stiller & Fred Willard & Dale Dye & Matt Jones & Bryan Callen & Danny Pardo & Corri English & Kari Wahlgren & Patrick Warburton & Rene Auberjonois & Rene Auberjonois & Erik Estrada & Steve Schirripa & Brent Musburger & John Ratzenberger & Caroline Aaron & Ferrell Barron & Roberts Gannaway & Kate Micucci & Masasa Moyo & Brad Paisley & Fred Tatasciore & Debi Derryberry
Murmur of the Heart,1971,not available, 1h 58m,Comedy & Drama & Romance,Louis Malle,Lea Massari & Benoît Ferreux & Daniel Gélin & Michael Lonsdale & Ave Ninchi & Gila von Weitershausen & Fabien Ferreux & Marc Winocourt & Micheline Bona & Henri Poirier & Liliane Sorval & René Bouloc & Jacques Gheusi & Annie Savarin & Michel Charrel & Jacques Sereys & Yvon Lec & Bernadette Robert
A Serious Man,2009,R, 1h 45m,Comedy & Drama,Ethan Coen & Joel Coen,Michael Stuhlbarg & Richard Kind & Fred Melamed & Sari Lennick & Aaron Wolff & Jessica McManus & Adam Arkin & George Wyner & Peter Breitmayer & Brent Braunschweig & David Kang & Benjamin Portnoe & Jon Kaminski Jr. & Ari Hoptman & Alan Mandell & Amy Landecker & Simon Helberg & Katherine Borowitz & Michael Lerner
Dope,2015,R, 1h 43m,Crime & Drama & Comedy,Rick Famuyiwa,Shameik Moore & Kiersey Clemons & Tony Revolori & Zoë Kravitz & Chanel Iman & Rick Fox & Rakim Mayers & Blake Anderson & Quincy Brown & Forest Whitaker & Lakeith Stanfield & Kimberly Elise & Roger Guenveur Smith & Mimi Michaels & Lidia Porto & Michael Flores & Amin Joseph & Ashton Moio & De'Aundre Bonds & Tyga
Little Italy,2018,PG, 1h 42m,Comedy & Romance,Donald Petrie,Emma Roberts & Hayden Christensen & Alyssa Milano & Danny Aiello & Andrea Martin & Jane Seymour & Gary Basaraba & Adam Ferrara & Andrew Phung & Vas Saranga & Linda Kash & Amrit Kaur & Cristina Rosato
Homeward Bound: The Incredible Journey,1993,G, 1h 24m,Adventure & Comedy & Drama & Family,Duwayne Dunham,Michael J. Fox & Sally Field & Don Ameche & Kim Greist & Kevin Chevalia & Anne Christianson & Ted D'Arms & Don Alder & Ed Bernard & Benj Thall & Veronica Lauren & William Phipps & Gary Taylor & Jean Smart & Frank Welker & Robert Hays
My Life in Ruins,2009,PG-13, 1h 35m,Comedy & Romance,Donald Petrie,Nia Vardalos & Richard Dreyfuss & Alexis Georgoulis & Alistair McGowan & Harland Williams & Rachel Dratch & Caroline Goodall & Ian Ogilvy & Sophie Stuckey & María Adánez & María Botto & Brian Palermo & Jareb Dauplaise & Simon Gleeson & Natalie O'Donnell
Youth in Revolt,2009,R, 1h 27m,Drama & Comedy & Romance,Miguel Arteta,Michael Cera & Portia Doubleday & Zach Galifianakis & Justin Long & Ray Liotta & Steve Buscemi & Ari Graynor & Rooney Mara & Erik Knudsen & Adhir Kalyan & Fred Willard & Jade Fusco & Lise Lacasse & M. Emmet Walsh & Mary Kay Place & Jonathan B. Wright
Practical Magic,1998,PG-13, 1h 44m,Romance & Comedy & Fantasy,Griffin Dunne,Sandra Bullock & Nicole Kidman & Evan Rachel Wood & Goran Visnjic & Stockard Channing & Dianne Wiest & Aidan Quinn & Alexandra Artrip & Caprice Benedetti & Camilla Belle & Chloe Webb & Margo Martindale & Mark Feuerstein & Caralyn Kozlowski
Charlie Wilson's War,2007,R, 1h 42m,Comedy & Drama & History,Mike Nichols,Tom Hanks & Philip Seymour Hoffman & Julia Roberts & Amy Adams & Om Puri & Shiri Appleby & John Slattery & Rachel Nichols & Erick Avari & Cyia Batten & Denis O'Hare & Ned Beatty & Emily Blunt & Ken Stott & Wynn Everett & Daniel Eric Gold & Harry S. Murphy & Enayat Delawary & Peter Gerety & Navid Negahban & P. J. Byrne & Mozhan Marnò & Michael Spellman & Russell Edge & Christopher Denham & Ron Fassler & Nazanin Boniadi
Parenthood,1989,PG-13, 2h 4m,Comedy & Drama & Family,Ron Howard,Steve Martin & Mary Steenburgen & Dianne Wiest & Jason Robards & Rick Moranis & Tom Hulce & Martha Plimpton & Keanu Reeves & Harley Jane Kozak & Dennis Dugan & Joaquin Phoenix & Eileen Ryan & Helen Shaw & Jasen Fisher & Paul Linke & Alisan Porter & Zachary La Voy & Ivyann Schwan & Alex Burrall & Lowell Ganz & Rance Howard & Max Elliott Slade & Clint Howard & Lamont Lofton & Erika Rafuls & Jordan Kessler & Billy Cohen & Isabel Cooley & Walter von Huene
A Christmas Prince: The Royal Wedding,2018,PG, 1h 32m,Romance & Comedy,John Schultz,Rose McIver & Ben Lamb & Alice Krige & Honor Kneafsey & Theo Devaney & Sarah Douglas & John Guerrasio & Andy Lucas & Simon Dutton & Katarina Čas & Richard Ashton & Raj Bajaj & Joel McVeagh & Tahirah Sharif & Tom Knight & Billy Angell & David Broughton-Davies & Claudiu Trandafir & Razvan Gheorghiu
Spread,2009,R, 1h 37m,Comedy & Romance,David Mackenzie,Ashton Kutcher & Anne Heche & Margarita Levieva & Sebastian Stan & Ashley Johnson & Sonia Rockwell & Rachel Blanchard & Shane Brolly & Eric Balfour & María Conchita Alonso & Derek Carter & Jordan Black & Dani Levine & Peter Marc Jacobson & Lindsey Broad & Amy Motta & Lauri Johnson & Madison Bauer & Josh Richman & Iglesias Estefania & Reeve Carney & Nick Lee & Sarah Karijan & Jenae Altschwager & Sarah Buxton
The Mafia Kills Only in Summer,2013,not available, 1h 30m,Romance & Comedy & Crime & Drama,Pif,Pif & Cristiana Capotondi & Rosario Lisma & Barbara Tabita & Alex Bisconti & Ginevra Antona & Antonino Bruschetta & Claudio Gioè & Turi Giuffrida & Roberto Burgio & Maurizio Marchetti & Domenico Centamore & Enzo Salomone & Totò Borgese & Antonio Alveario & Dario Veca & Giulio Andreotti
A Haunted House,2013,R, 1h 26m,Comedy & Horror,Michael Tiddes,Marlon Wayans & Essence Atkins & Nick Swardson & Cedric the Entertainer & David Koechner & Dave Sheridan & Liana Mendoza & Jamie Noel & Marlene Forte & Affion Crockett & Robin Thede & Bobbie Lee & Damien Bray & Joel Kelley Dauten & Jordenn Thompson & Andrew Daly
White Men Can't Jump,1992,R, 1h 55m,Comedy & Drama,Ron Shelton,Wesley Snipes & Woody Harrelson & Rosie Perez & Tyra Ferrell & Cylk Cozart & Kadeem Hardison & Ernest Harden Jr. & Marques Johnson & David Roberson & Kevin Benton & Nigel Miguel & Duane Martin & Bill Henderson & Sonny Craver & Jon Hendricks & Eloy Casados & Frank Rossi & Freeman Williams & Louis Price & Alex Trebek & Lanei Chapman & Dion B. Vines & Gregg Daniel & John Marshall Jones
The Darjeeling Limited,2007,R, 1h 31m,Adventure & Drama & Comedy,Wes Anderson,Owen Wilson & Jason Schwartzman & Adrien Brody & Bill Murray & Anjelica Huston & Camilla Rutherford & Wallace Wolodarsky & Natalie Portman & Amara Karan & Waris Ahluwalia & Irrfan Khan & Barbet Schroeder & Kumar Pallana & Dalpat Singh & A. P. Singh & Trudy Mathis & Margot Gödrös & Hitesh Sindi & Kishen Lal & Bhawani Sankar & Mukhtiar Bhai & Suraj Kumar & Kapil Dubey
Romancing the Stone,1984,PG, 1h 46m,Action & Adventure & Comedy & Romance,Robert Zemeckis,Michael Douglas & Kathleen Turner & Danny DeVito & Ron Silver & Manuel Ojeda & Zack Norman & Holland Taylor & Mary Ellen Trainor & William H. Burton Jr. & Kymberly Herrin & Vince Deadrick Sr. & Jos Laniado & Michael Cassidy & Alfonso Aráu & Eve Smith & Joe Nesnow & José Chávez & Evita Muñoz & Jeff Ramsey & Ted White & Rodrigo Puebla & Camillo Garcia & Paco Morayta
Their Finest,2017,R, 1h 57m,Romance & War & Comedy & Drama,Lone Scherfig,Gemma Arterton & Sam Claflin & Bill Nighy & Richard E. Grant & Jack Huston & Helen McCrory & Eddie Marsan & Jake Lacy & Rachael Stirling & Jeremy Irons & Henry Goodman & Stephanie Hyam & Lily Knight & Cathy Murphy & Emma Cunniffe & Amanda Root & Patrick Gibson & Paul Ritter & Hubert Burton & Claudia Jessie & Francesca Knight & Michael Marcus & Gordon Brown & Julia Lewis & Clive Russell & Jay Simpson & Richard Syms & Darren Clarke & Nicholas Murchie & Ed Birch & Mossie Smith & Letty Butler & Nell Barlow & Rebecca Saire & Frances Jeater & Stephen Boswell & Joanna Brookes & Patrick Osborne & Gaby Chiappe & Amanda Fairbank-Hynes & Bella Ava Georgiou & Alfie Stewart & Ellie Haddington & Liliana Gane & Richard Bevan & Natalia Ryumina & Steve Carroll & Kornelia Horvath & Katie Jackson & Miles Richardson & Lee Whitlock
My Little Monster,2018,G, 1h 45m,Romance & Comedy & Drama,Shô Tsukikawa,Masaki Suda & Tao Tsuchiya & Yuki Furukawa & Yuki Yamada & Elaiza Ikeda & Minami Hamabe & Gaku Sano & Mokomichi Hayami & Shirô Sano
Dr. Dolittle 2,2001,PG, 1h 27m,Comedy & Family & Romance & Fantasy,Steve Carr,Eddie Murphy & Kristen Wilson & Raven-Symoné & Kyla Pratt & Mandy Moore & John DiMaggio & Andy Richter & Denise Dowse & James Avery & Arnold Schwarzenegger & Andy Dick & Joey Lauren Adams & David Cross & Georgia Engel & Mike Epps & Jamie Kennedy & Tom Kenny & Cedric the Entertainer & David L. Lander & Michael McKean & Mandy Moore & Frankie Muniz & Bob Odenkirk & Reni Santoni & Hal Sparks & Renée Taylor & John Witherspoon & Lisa Kudrow & Crystal the Monkey & Kevin Pollak & Victor Raider-Wexler & Jeffrey Jones & Mark Griffin & Ken Hudson Campbell & Anne Stedman & Tommy Bush & Adam Vernier & Chris Marley & Shaun Robinson & Googy Gress & Lisa Marie Hugueley & Doug Seus & Louise Osbourne & Brie Hill Arbaugh & E.J. Wessel & Jodi Essex & Lawrence Pressman & Lil' Zane
Mickey's House of Villains,2002,G, 1h 10m,Family & Comedy,Jamie Mitchell,Wayne Allwine & Tony Anselmo & Jeff Bennett & Susanne Blakeslee & Corey Burton & Pat Carroll & John Cleese & Jim Cummings & Bill Farmer & John Fiedler & Jonathan Freeman & Matt Frewer & Gilbert Gottfried & Tress MacNeille & Russi Taylor & Scott Weinger & April Winchell & James Woods & Lois Nettleton & Bobcat Goldthwait & Rob Paulsen
